stuid,schoolid,days_absent,miles_to_school,pre_test_read,pre_test_math,treatment,atrisk,grade,female
2284,F,3,3.1555459,723,751,0,0,11,1
2285,F,2,3.4790142,813,815,0,0,9,0
2286,F,3,3.5862429,730,720,0,0,9,0
2287,F,6,3.1061411,749,761,0,1,11,1
2288,F,12,3.6475103,753,727,0,1,11,0
2289,F,3,.6927402,745,718,0,0,9,0
2290,F,2,2.6322529,795,766,0,0,11,0
2291,F,5,1.7355914,745,774,0,0,9,1
2292,F,1,2.6534014,724,788,0,0,10,0
2293,F,2,4.1295033,733,739,0,0,11,0
2294,F,10,3.6476147,767,724,0,0,9,1
2295,F,24,3.9535508,744,752,0,1,9,0
2296,F,4,2.8905621,776,716,0,1,10,0
2297,F,1,2.5548706,730,779,0,0,10,1
2298,F,2,3.2584887,740,731,0,0,12,0
2299,F,5,2.5418937,701,786,0,0,10,1
2300,F,4,.39218044,793,755,0,1,9,1
2301,F,4,2.5487883,711,784,0,1,12,1
2302,F,9,3.733181,719,744,0,0,11,0
2303,F,5,2.4964881,776,751,0,1,12,0
2304,F,5,2.3271961,750,758,0,1,10,0
2305,F,2,1.9045682,715,744,0,0,9,0
2306,F,1,4.0580416,765,770,0,0,9,1
2307,F,5,4.4683595,757,761,0,1,9,0
2308,F,1,2.8589549,770,750,0,0,9,0
2309,F,9,5.0842438,773,766,0,1,12,1
2310,F,5,4.6954651,725,717,0,1,10,0
2311,F,7,3.4431596,738,748,0,0,9,1
2312,F,4,1.0029156,748,729,0,0,11,0
2313,F,5,1.5741156,695,718,0,1,10,0
2314,F,3,4.8323154,790,787,0,0,9,1
2315,F,2,1.6939402,790,783,0,0,12,1
2316,F,3,2.6321597,747,748,0,0,10,0
2317,F,5,2.0001597,773,753,0,1,9,0
2318,F,2,1.8130157,748,678,0,0,10,1
2319,F,2,3.2794194,716,717,0,0,10,1
2320,F,3,4.4122143,761,777,0,0,11,0
2321,F,7,2.8459251,715,744,0,1,11,1
2322,F,9,1.5279279,738,724,0,1,10,1
2323,F,5,3.8203773,718,737,0,1,11,1
2324,F,5,2.713141,800,731,0,1,9,1
2325,F,8,2.7304459,769,813,0,1,9,0
2326,F,6,4.8285165,793,789,0,1,9,0
2327,F,6,1.0289816,768,741,0,1,10,1
2328,F,2,.10786587,722,714,0,0,12,0
2329,F,4,1.7705082,699,770,0,1,10,1
2330,F,10,2.6490853,750,743,0,1,11,0
2331,F,2,4.7105031,824,735,0,0,12,0
2332,F,2,4.8133988,679,756,0,0,10,0
2333,F,8,6.8731146,811,710,0,1,9,1
2334,F,6,2.7292323,787,698,0,0,10,0
2335,F,10,2.1887767,731,724,0,1,9,0
2336,F,10,4.0530806,707,700,0,1,10,0
2337,F,2,3.1183155,710,765,0,0,10,1
2338,F,2,1.1913604,761,767,0,0,10,1
2339,F,6,4.2677155,774,749,0,0,10,1
2340,F,1,3.9052825,743,779,0,0,10,0
2341,F,6,3.6515412,772,728,0,1,9,0
2342,F,5,.8112424,732,726,0,1,9,0
2343,F,4,3.990664,732,769,0,0,10,0
2344,F,8,6.0107145,763,771,0,0,11,1
2345,F,3,2.0991209,769,730,0,0,9,1
2346,F,5,2.1494691,732,743,0,1,9,0
2347,F,1,3.5570631,755,820,0,0,10,1
2348,F,3,.13099866,760,793,0,0,11,0
2349,F,5,.058403615,706,717,0,1,9,0
2350,F,7,3.495364,718,759,0,1,12,0
2351,F,5,1.440731,808,815,0,1,9,0
2352,F,5,1.2282084,733,765,0,1,12,1
2353,F,2,3.2763648,802,775,0,0,9,1
2354,F,3,3.8523958,708,770,0,0,9,1
2355,F,3,1.6983891,735,754,0,0,10,1
2356,F,2,5.2022758,760,780,0,0,10,0
2357,F,13,2.0193315,786,716,0,0,12,1
2358,F,3,6.1164556,757,739,0,0,10,1
2359,F,2,.89696127,715,713,0,0,9,1
2360,F,6,1.3835672,759,756,0,0,9,0
2361,F,2,3.1087775,761,745,0,0,11,1
2362,F,5,5.8307757,721,748,0,1,9,1
2363,F,5,3.8000576,747,715,0,1,11,0
2364,F,5,3.2240007,781,736,0,1,11,0
2365,F,3,3.3731136,749,706,0,0,12,0
2366,F,5,4.7956319,753,750,0,1,12,0
2367,F,5,4.669054,752,708,0,0,9,0
2368,F,3,2.5007825,752,707,0,0,11,1
2369,F,3,1.5996344,731,712,0,0,9,0
2370,F,2,4.6223822,765,752,0,0,10,1
2371,F,5,2.120229,702,717,0,1,9,0
2372,F,6,2.5186462,700,744,0,1,10,1
2373,F,7,2.5322504,748,776,0,1,11,0
2374,F,2,1.3015292,733,711,0,0,10,1
2375,F,2,3.9075735,736,749,0,0,12,1
2376,F,6,2.5893457,758,741,0,1,9,1
2377,F,3,5.4811368,745,747,0,0,11,0
2378,F,3,1.4702303,750,794,0,0,11,1
2379,F,3,4.4105439,797,753,0,0,10,1
2380,F,4,3.4127934,778,730,0,0,11,0
2381,F,5,4.6818271,745,712,0,0,10,1
2382,F,3,4.1732659,694,729,0,0,10,1
2383,F,6,2.6089807,746,772,0,1,9,1
2384,F,4,1.8163118,689,722,0,1,11,0
2385,F,6,3.3614671,741,722,0,0,9,1
2386,F,1,2.3755798,731,745,0,0,11,1
2387,F,4,3.0610123,763,788,0,1,12,1
2388,F,1,2.6172018,755,773,0,0,11,1
2389,F,5,2.0711448,710,713,0,1,10,1
2390,F,5,3.4176488,746,807,0,0,9,0
2391,F,2,3.2120802,760,696,0,0,11,0
2392,F,5,4.1651697,717,749,0,0,11,0
2393,F,8,1.2390705,689,723,0,1,10,1
2394,F,3,7.0046368,737,701,0,0,9,0
2395,F,2,5.362855,807,748,0,0,12,1
2396,F,2,2.3580132,761,738,0,0,9,1
2397,F,2,1.345126,749,784,0,0,9,1
2398,F,5,4.9265513,762,731,0,1,9,0
2399,F,2,4.524622,745,728,0,0,11,1
2400,F,6,4.05581,777,781,0,0,10,1
2401,G,4,3.543997,698,773,0,0,9,1
2402,G,3,.84633112,754,785,0,0,9,1
2403,G,3,.070580684,741,737,0,0,9,1
2404,G,7,2.5683763,788,728,0,0,9,1
2405,G,2,2.2794592,701,737,0,0,10,0
2406,G,2,3.058013,751,719,0,0,10,1
2407,G,4,4.0791206,689,758,0,0,10,0
2408,G,6,2.6998336,729,745,0,1,10,0
2409,G,2,3.1673908,727,793,0,0,11,1
2410,G,2,1.264253,717,756,0,0,11,0
2411,G,2,3.9520581,751,809,0,0,9,1
2412,G,2,4.1299934,763,719,0,0,10,1
2413,G,8,2.2223663,770,768,0,1,9,1
2414,G,3,1.5169367,750,739,0,0,10,0
2415,G,7,.17520548,806,713,0,0,12,1
2416,G,2,.38379496,766,755,0,0,9,0
2417,G,3,1.2329823,742,796,0,0,10,0
2418,G,5,3.8055835,682,731,0,1,11,0
2419,G,6,1.6158845,739,746,0,1,11,1
2420,G,2,6.3594098,772,775,0,0,10,0
2421,G,6,1.6012633,732,727,0,1,11,1
2422,G,5,.99971926,686,746,0,0,12,0
2423,G,2,2.0951283,718,734,0,0,11,1
2424,G,5,2.2434402,736,751,0,1,12,0
2425,G,3,3.2166574,692,781,0,0,12,0
2426,G,3,3.109014,799,757,0,0,10,1
2427,G,4,3.5807762,723,728,0,0,10,1
2428,G,4,2.2770894,721,691,0,0,11,1
2429,G,2,2.4244759,774,725,0,0,9,1
2430,G,5,4.1444082,709,766,0,1,10,1
2431,G,2,2.2067292,748,723,0,0,12,1
2432,G,4,1.4208689,718,750,0,1,10,1
2433,G,3,4.3352399,756,787,0,0,9,0
2434,G,6,1.0750898,766,733,0,1,10,0
2435,G,9,2.4983239,773,715,0,1,9,1
2436,G,3,4.3022709,737,754,0,0,10,1
2437,G,2,2.6564023,740,709,0,0,11,1
2438,G,2,2.1637452,740,766,0,0,10,1
2439,G,2,2.2241106,736,816,0,0,9,0
2440,G,2,1.2057434,774,717,0,0,10,0
2441,G,10,3.7884369,704,744,0,1,12,1
2442,G,8,3.9084425,735,761,0,1,9,0
2443,G,4,1.8675117,762,713,0,0,11,1
2444,G,6,3.4214971,759,725,0,0,9,0
2445,G,3,3.1752594,735,684,0,0,9,0
2446,G,2,2.2707396,771,764,0,0,10,0
2447,G,5,3.9450572,822,749,0,1,10,0
2448,G,2,1.3502519,787,741,0,0,10,0
2449,G,4,2.0278504,755,732,0,0,9,0
2450,G,4,4.0833387,764,738,0,0,10,1
2451,G,4,1.7891768,755,751,0,0,11,1
2452,G,8,1.285237,718,758,0,1,9,1
2453,G,1,2.9259098,783,813,0,0,11,0
2454,G,1,1.204,719,778,0,0,12,1
2455,G,6,3.7750442,781,748,0,1,11,1
2456,G,1,2.5105863,735,785,0,0,10,1
2457,G,2,3.4168894,707,739,0,0,10,0
2458,G,5,2.4073403,712,756,0,0,12,0
2459,G,6,4.089807,770,714,0,1,10,0
2460,G,4,3.8456984,757,733,0,0,12,1
2461,G,3,.47771996,725,756,0,0,10,0
2462,G,4,2.4413607,719,737,0,1,9,0
2463,G,1,.95923483,748,694,0,0,9,0
2464,G,3,2.6383417,775,669,0,0,9,1
2465,G,1,1.771553,719,771,0,0,10,0
2466,G,2,2.1917162,793,753,0,0,9,0
2467,G,5,1.9436525,719,754,0,1,9,1
2468,G,3,4.3638077,747,730,0,0,12,0
2469,G,5,1.4035193,720,840,0,1,9,0
2470,G,2,3.3288796,737,767,0,0,10,1
2471,G,3,3.2360754,817,715,0,0,11,1
2472,G,7,.97518712,739,813,0,1,12,1
2473,G,6,4.779758,768,746,0,1,10,1
2474,G,10,3.0244544,698,807,0,0,9,1
2475,G,8,4.7868094,721,739,0,1,11,0
2476,G,6,5.1388321,766,753,0,1,9,1
2477,G,8,1.4040636,781,706,0,1,9,1
2478,G,5,2.7475588,767,769,0,1,10,1
2479,G,5,2.8816051,685,774,0,1,9,0
2480,G,8,3.008939,806,735,0,0,12,0
2481,G,2,2.442853,694,755,0,0,9,1
2482,G,2,4.3664603,678,759,0,0,10,1
2483,G,4,4.4752493,767,775,0,1,11,0
2484,G,4,.42265731,774,761,0,0,12,0
2485,G,5,2.6532152,778,703,0,1,10,1
2486,G,3,1.7294327,769,719,0,0,10,1
2487,G,5,5.3788257,775,736,0,0,12,0
2488,G,2,.80312097,737,766,0,0,11,1
2489,G,8,5.8312769,794,693,0,1,10,1
2490,G,11,3.4781239,756,746,0,1,10,0
2491,G,2,3.6806703,752,762,0,0,9,1
2492,G,3,4.7104545,756,764,0,0,12,0
2493,G,2,3.8095133,783,813,0,0,9,1
2494,G,2,2.6631398,694,759,0,0,9,0
2495,G,3,3.6884093,772,760,0,0,12,0
2496,G,6,2.2605217,771,735,0,1,9,1
2497,G,5,4.9188204,691,781,0,0,9,0
2498,G,10,3.2025037,773,740,0,0,10,1
2499,G,5,.73077589,746,700,0,1,11,1
2500,G,3,2.4752393,777,712,0,0,11,0
2501,G,1,2.8159938,716,777,0,0,10,1
2502,G,4,4.7044764,766,757,0,1,11,1
2503,G,8,5.1239095,777,742,0,1,12,0
2504,G,10,2.2781549,730,757,0,1,10,1
2505,G,5,5.860703,765,733,0,1,9,0
2506,G,3,4.2368717,760,686,0,0,9,0
2507,G,1,2.3244534,746,801,0,0,11,1
2508,G,1,2.3344073,804,749,0,0,11,0
2509,G,4,3.1652639,723,790,0,0,11,1
2510,G,5,2.0853233,805,745,0,1,9,1
2511,G,5,.47348765,818,704,0,1,9,1
2512,G,10,3.8321671,731,707,0,1,11,0
2513,G,8,4.3810701,741,775,0,0,9,1
2514,G,11,4.5122466,749,756,0,1,10,1
2515,G,1,2.7978096,748,746,0,0,11,1
2516,G,6,3.7747469,810,793,0,1,10,0
2517,G,2,1.5301354,816,724,0,0,11,0
2518,G,7,1.8370334,750,731,0,1,10,0
2519,G,4,3.6060622,752,723,0,0,9,1
2520,G,6,4.2271228,752,763,0,1,10,1
2521,G,3,4.8667245,771,700,0,0,10,0
2522,G,3,4.1993761,742,789,0,0,9,1
2523,G,1,3.0087907,764,697,0,0,10,1
2524,G,7,2.4390631,763,791,0,1,9,1
2525,G,5,2.7006993,791,735,0,1,9,0
2526,G,7,2.0085888,681,837,0,1,9,0
2527,G,2,3.9356563,744,772,0,0,11,1
2528,G,5,2.8842463,751,741,0,1,9,1
2529,G,2,5.4483995,739,716,0,0,10,1
2530,G,8,1.6834761,766,783,0,1,10,1
2531,G,4,2.6819286,779,671,0,1,9,0
2532,G,2,2.9730079,716,771,0,0,10,0
2533,G,2,3.6801252,744,704,0,0,9,0
2534,G,4,.94805807,711,777,0,1,9,1
2535,G,8,1.9709048,744,758,0,1,10,1
2536,G,4,.61003649,749,745,0,1,11,0
2537,G,2,4.2617459,755,773,0,0,9,1
2538,G,2,3.6890275,712,804,0,0,10,1
2539,G,5,4.3847299,755,702,0,0,9,0
2540,G,3,2.2565153,774,769,0,0,9,0
2541,G,1,2.2916975,760,727,0,0,10,1
2542,G,2,3.7064528,828,719,0,0,11,1
2543,G,5,5.9683113,759,708,0,0,11,0
2544,G,6,2.9066722,776,726,0,0,9,1
2545,G,11,4.8039327,704,765,0,1,9,1
2546,G,9,4.2518115,725,752,0,0,11,1
2547,G,7,1.1352851,792,756,0,1,9,0
2548,G,2,.47175539,793,815,0,0,9,1
2549,G,12,3.4194231,772,722,0,1,12,0
2550,G,2,1.5040293,717,736,0,0,12,1
2551,G,2,2.6124187,786,724,0,0,9,1
2552,G,1,1.1075736,794,764,0,0,9,1
2553,G,2,3.1301475,805,781,0,0,12,0
2554,G,8,1.1687669,753,763,0,1,9,1
2555,G,8,.95775425,756,731,0,1,9,1
2556,G,5,2.7918248,826,773,0,1,10,0
2557,G,3,.75662434,770,752,0,0,10,0
2558,G,6,2.527369,753,740,0,1,9,1
2559,G,5,2.230113,787,782,0,1,10,0
2560,G,5,3.4063408,700,700,0,1,10,1
2561,G,4,2.7398005,698,822,0,0,10,1
2562,G,6,1.9121658,797,736,0,1,10,0
2563,G,4,1.9263977,746,671,0,0,11,0
2564,G,2,2.1441646,765,767,0,0,11,1
2565,G,2,1.2582026,691,776,0,0,10,1
2566,G,6,1.8854165,687,750,0,1,10,0
2567,G,7,4.8062739,757,729,0,1,10,1
2568,G,4,.57242954,739,747,0,1,9,1
2569,G,6,3.5170455,740,753,0,1,11,1
2570,G,1,2.9287722,752,717,0,0,11,1
2571,G,5,1.4181827,725,753,0,0,11,1
2572,G,1,1.7894533,781,800,0,0,10,1
2573,G,2,3.643379,795,733,0,0,11,1
2574,G,1,2.5026896,674,755,0,0,9,1
2575,G,6,2.3953023,805,795,0,0,10,0
2576,G,5,1.4685303,728,758,0,0,9,0
2577,G,8,2.0934873,753,753,0,1,10,1
2578,G,5,4.8353624,750,820,0,1,12,0
2579,G,3,2.198513,774,740,0,0,10,0
2580,G,5,3.5809572,748,708,0,1,9,1
2581,G,6,4.2794094,742,745,0,0,9,0
2582,G,6,3.3547225,836,769,0,1,10,0
2583,G,7,.67032474,751,712,0,1,10,0
2584,G,5,2.3559971,770,758,0,1,11,0
2585,G,7,4.0442424,729,710,0,0,9,0
2586,G,7,2.3583457,795,771,0,1,12,0
2587,G,1,3.9111488,791,786,0,0,11,1
2588,G,3,5.342114,760,756,0,0,11,1
2589,G,1,2.7564139,729,813,0,0,9,1
2590,G,1,3.5239251,807,768,0,0,10,0
2591,G,3,3.6725304,742,713,0,0,12,0
2592,G,4,3.5013788,750,719,0,0,12,1
2593,G,3,3.9705615,652,808,0,0,9,0
2594,G,2,2.7339532,770,835,0,0,11,0
2595,G,9,3.5881479,726,706,0,1,12,1
2596,G,6,4.0086684,831,776,0,1,12,0
2597,G,2,2.9176316,738,793,0,0,9,1
2598,G,2,4.8317962,742,768,0,0,9,1
2599,G,3,3.0605674,784,716,0,0,10,1
2600,G,2,3.2691166,758,769,0,0,9,1
2601,G,1,2.184371,785,725,0,0,9,1
2602,G,2,4.2296629,728,790,0,0,9,0
2603,G,6,3.1832476,715,775,0,0,10,1
2604,G,9,3.3540206,783,770,0,1,10,1
2605,G,2,3.4473147,722,721,0,0,10,0
2606,G,5,3.8712356,758,825,0,1,9,0
2607,G,6,4.5380692,791,764,0,1,12,0
2608,G,8,2.8238745,749,716,0,1,10,0
2609,G,2,3.0019128,752,721,0,0,11,1
2610,G,5,2.0841584,735,729,0,1,11,0
2611,G,8,4.6238217,756,712,0,1,11,0
2612,G,5,.82537472,720,783,0,0,11,0
2613,G,2,2.6612728,749,800,0,0,11,0
2614,G,5,2.992871,739,767,0,0,9,1
2615,G,7,1.6275183,717,750,0,1,11,0
2616,G,6,3.1086364,740,738,0,1,12,1
2617,G,3,5.0429187,709,784,0,0,10,1
2618,G,6,1.1972899,737,784,0,1,10,0
2619,G,2,2.7967603,788,764,0,0,12,1
2620,G,4,4.4180274,754,745,0,1,11,1
2621,G,10,3.4421887,787,750,0,1,12,1
2622,G,4,3.0551374,744,766,0,0,9,0
2623,G,6,3.0680356,793,777,0,1,10,0
2624,G,1,2.7585039,793,806,0,0,11,1
2625,G,2,.22337298,734,697,0,0,11,1
2626,G,7,3.2105396,798,797,0,1,12,0
2627,G,6,4.4743052,738,786,0,0,9,1
2628,G,8,4.4826202,734,702,0,1,9,0
2629,G,5,2.7068799,764,780,0,1,10,1
2630,G,5,4.1380844,726,763,0,0,11,0
2631,G,6,1.40475,723,746,0,0,11,1
2632,G,5,.99464506,777,725,0,1,10,1
2633,G,8,3.6059065,778,800,0,1,9,0
2634,G,3,1.3387338,802,747,0,0,11,0
2635,G,4,3.3818069,803,747,0,0,12,0
2636,G,5,2.0146148,685,720,0,1,10,0
2637,G,8,2.3814652,691,728,0,1,11,0
2638,G,7,4.7803321,750,698,0,1,9,0
2639,G,3,2.077374,762,767,0,0,10,0
2640,G,8,1.826484,763,700,0,0,11,0
2641,G,5,2.239471,696,730,0,1,9,1
2642,G,4,4.6947365,723,766,0,1,9,0
2643,G,5,2.8838277,704,754,0,1,10,0
2644,G,1,2.5003667,765,720,0,0,9,0
2645,G,5,1.7202981,713,728,0,1,10,0
2646,G,5,4.4257503,719,757,0,1,9,1
2647,G,5,4.546176,742,745,0,1,9,1
2648,G,2,3.1690345,785,730,0,0,9,1
2649,G,5,2.5806625,743,741,0,1,11,1
2650,G,7,4.7255712,741,721,0,1,10,1
2651,G,9,3.8883309,804,781,0,0,10,0
2652,G,6,2.7255001,748,746,0,1,12,0
2653,G,5,4.9319668,758,805,0,1,9,0
2654,G,3,1.9293483,799,758,0,0,9,1
2655,G,4,2.0604098,698,799,0,1,9,1
2656,G,4,3.6456909,718,689,0,0,9,1
2657,G,4,3.1437821,726,672,0,0,10,1
2658,G,1,1.9805336,715,772,0,0,10,1
2659,G,5,4.4584875,734,724,0,0,10,1
2660,G,5,1.8368605,782,756,0,1,11,1
2661,G,2,3.7878966,787,689,0,0,11,0
2662,G,6,2.9111183,753,817,0,1,9,0
2663,G,5,3.7192245,831,725,0,1,9,1
2664,G,7,2.0219378,681,708,0,1,10,1
2665,G,4,3.6205428,736,706,0,1,12,0
2666,G,3,1.8992846,784,757,0,0,10,1
2667,G,2,2.4649923,763,682,0,0,12,0
2668,G,2,1.4702846,676,738,0,0,10,0
2669,G,6,4.0044332,757,752,0,1,12,0
2670,G,6,3.6566858,787,761,0,1,10,0
2671,G,7,2.2412941,753,676,0,0,9,1
2672,G,5,2.9473798,751,739,0,1,9,1
2673,G,1,3.4607353,753,736,0,0,10,1
2674,G,2,3.0953562,748,792,0,0,9,0
2675,G,1,.21047175,754,767,0,0,12,0
2676,G,5,1.0250033,736,770,0,0,12,1
2677,G,4,4.9593096,764,776,0,0,9,0
2678,G,8,2.5471985,760,730,0,1,12,0
2679,G,2,3.2917132,793,735,0,0,9,0
2680,G,3,.81551713,761,785,0,0,9,1
2681,G,5,.8045572,778,803,0,1,9,1
2682,G,2,.25461051,709,763,0,0,11,0
2683,G,13,5.4918375,731,735,0,1,10,1
2684,G,3,1.6153668,762,719,0,0,10,0
2685,G,7,2.0827608,769,734,0,1,10,0
2686,G,5,4.3910332,771,793,0,1,11,0
2687,G,9,5.3665028,746,739,0,0,12,0
2688,G,5,2.9518933,800,768,0,0,11,0
2689,G,2,2.6949708,756,727,0,0,11,1
2690,G,3,3.2284877,787,737,0,0,10,1
2691,G,4,3.2646232,729,749,0,0,10,1
2692,G,2,3.4470284,742,742,0,0,9,0
2693,G,2,3.8350163,771,771,0,0,10,0
2694,G,5,4.8575797,725,836,0,1,9,0
2695,G,2,2.247277,742,730,0,0,10,0
2696,G,5,1.7985773,767,724,0,1,9,0
2697,G,4,1.8912631,814,765,0,0,9,1
2698,G,2,3.8154469,728,773,0,0,12,1
2699,G,3,3.4504139,755,750,0,0,12,0
2700,G,5,3.1124284,768,696,0,1,9,1
2701,G,2,3.5814946,727,738,0,0,12,1
2702,G,5,2.4179461,750,760,0,0,11,0
2703,G,4,3.2949152,719,760,0,1,9,0
2704,G,4,2.9233954,736,749,0,0,12,1
2705,G,3,1.6033384,726,733,0,0,9,0
2706,G,6,3.4913411,721,728,0,0,9,1
2707,G,5,4.4618039,744,795,0,1,10,0
2708,G,3,.80401725,775,745,0,0,11,0
2709,G,2,4.0177097,736,762,0,0,12,0
2710,G,2,2.9664426,748,758,0,0,9,1
2711,G,6,4.4752865,771,784,0,1,11,0
2712,G,8,3.2384188,787,712,0,1,9,0
2713,G,5,3.026463,742,708,0,1,11,1
2714,G,7,2.1009011,754,707,0,1,11,0
2715,G,4,1.2052863,748,688,0,0,10,1
2716,G,5,2.8947885,742,797,0,1,10,1
2717,G,6,2.913857,782,802,0,1,11,1
2718,G,6,2.5683513,655,739,0,0,10,1
2719,G,4,1.944796,748,724,0,0,10,0
2720,G,5,1.4885224,707,788,0,1,9,0
2721,G,5,1.9881244,701,714,0,1,9,1
2722,G,4,4.7974892,767,703,0,0,10,0
2723,G,6,6.5175562,788,759,0,1,10,1
2724,G,2,.20890795,702,728,0,0,10,0
2725,G,6,2.5057743,779,741,0,1,10,0
2726,G,6,3.2309098,714,773,0,1,11,0
2727,G,8,4.0629439,741,800,0,1,11,0
2728,G,4,2.9291134,788,813,0,1,11,1
2729,G,1,3.9948707,738,741,0,0,9,1
2730,G,7,1.6202493,789,797,0,0,9,0
2731,G,2,1.0800191,680,731,0,0,10,0
2732,G,6,4.8350472,764,771,0,1,11,1
2733,G,5,5.1002631,775,784,0,1,11,0
2734,G,1,.39612278,788,674,0,0,9,0
2735,G,1,1.0839261,789,769,0,0,10,0
2736,G,6,4.2495356,781,691,0,0,12,1
2737,G,6,.61665422,808,756,0,1,9,1
2738,G,5,1.6543081,765,798,0,0,11,0
2739,G,6,4.9898834,752,770,0,1,9,1
2740,G,3,2.1543319,758,735,0,0,10,0
2741,G,6,2.623538,745,761,0,1,10,1
2742,G,8,1.3814816,771,806,0,1,10,0
2743,G,5,5.0059471,703,739,0,1,9,0
2744,G,3,2.2004185,690,760,0,0,10,0
2745,G,4,3.6085014,781,757,0,0,11,1
2746,G,2,1.2316178,764,766,0,0,11,1
2747,G,5,2.959518,835,787,0,1,11,0
2748,G,5,3.3206499,765,790,0,1,10,1
2749,G,8,1.8191848,708,764,0,0,9,0
2750,G,5,.50025773,765,693,0,1,10,0
2751,G,5,4.5369296,756,762,0,0,12,1
2752,G,6,2.4380002,713,813,0,0,12,0
2753,G,4,1.0987903,721,779,0,0,9,1
2754,G,6,5.1221008,743,748,0,0,11,0
2755,G,2,3.8280692,709,716,0,0,11,0
2756,G,5,2.1077631,757,773,0,1,12,0
2757,G,2,3.1479688,764,764,0,0,10,1
2758,G,4,1.8030967,755,777,0,0,9,1
2759,G,5,4.2342973,702,758,0,1,9,1
2760,G,2,5.0331578,738,730,0,0,9,0
2761,G,20,2.6305459,716,733,0,1,10,0
2762,G,2,2.5322859,804,731,0,0,9,0
2763,G,3,1.9889971,763,745,0,0,9,1
2764,G,7,2.9991798,747,773,0,1,10,0
2765,G,3,1.8048959,736,792,0,0,12,0
2766,G,5,2.3785605,697,790,0,1,9,1
2767,G,2,3.6221697,761,739,0,0,10,0
2768,G,5,3.0898051,720,781,0,1,12,1
2769,G,6,3.6588068,752,741,0,1,10,1
2770,G,7,2.2393663,730,704,0,0,9,0
2771,G,1,2.1292808,826,801,0,0,11,0
2772,G,6,2.1358845,777,820,0,1,11,1
2773,G,2,5.633884,718,752,0,0,12,1
2774,G,4,3.110858,807,762,0,0,11,0
2775,G,5,3.7246706,759,706,0,0,9,1
2776,G,2,4.3377934,705,795,0,0,9,1
2777,G,2,4.2267127,739,719,0,0,10,0
2778,G,5,3.720577,749,708,0,0,9,1
2779,G,10,2.4895437,757,798,0,1,9,0
2780,G,6,.73606133,783,698,0,1,11,0
2781,G,6,.68270701,740,798,0,0,9,1
2782,G,7,3.0145552,730,786,0,1,9,0
2783,G,6,4.0900412,715,728,0,1,9,1
2784,G,8,4.8306432,771,759,0,0,10,0
2785,G,6,.63271934,788,750,0,1,12,0
2786,G,6,1.9417279,749,716,0,1,9,1
2787,G,4,.13256758,762,744,0,0,9,1
2788,G,1,3.1346319,728,764,0,0,10,1
2789,G,9,4.7314816,754,732,0,1,9,1
2790,G,4,2.1333172,774,795,0,0,9,1
2791,G,5,3.5561759,776,732,0,1,10,0
2792,G,6,1.2240075,714,779,0,1,12,0
2793,G,2,.80644286,760,755,0,0,9,0
2794,G,4,3.4971244,731,780,0,0,12,0
2795,G,4,2.1131134,724,729,0,0,12,1
2796,G,2,1.1974097,750,748,0,0,11,0
2797,G,8,6.3560219,702,713,0,0,11,1
2798,G,6,1.0235177,784,797,0,1,11,0
2799,G,6,1.5840688,790,712,0,1,11,0
2800,G,6,4.229723,748,690,0,1,9,0
2801,G,2,3.5485616,700,711,0,0,12,0
2802,G,3,2.9893858,749,738,0,0,11,1
2803,G,3,1.4363446,717,775,0,0,11,1
2804,G,6,4.3290963,758,706,0,1,10,0
2805,G,6,3.7181542,766,783,0,1,10,0
2806,G,10,5.386745,812,755,0,1,10,1
2807,G,5,2.2967255,739,811,0,0,12,0
2808,G,7,3.6263771,730,782,0,1,11,1
2809,G,2,2.0851479,771,724,0,0,10,0
2810,G,5,2.1515536,732,753,0,1,9,0
2811,G,8,2.0637474,715,820,0,1,9,1
2812,G,8,2.9680231,767,739,0,1,12,0
2813,G,2,.29467997,770,766,0,0,11,0
2814,G,3,4.5858197,772,725,0,0,9,1
2815,G,2,3.1846802,757,752,0,0,10,0
2816,G,5,3.1886575,733,679,0,1,10,1
2817,G,5,5.1006169,776,744,0,1,12,1
2818,G,5,2.4754388,769,767,0,1,12,0
2819,G,7,2.2874177,788,745,0,0,10,1
2820,G,8,4.2252626,731,735,0,0,11,1
2821,G,6,2.4977088,791,706,0,1,9,1
2822,G,2,4.0989323,734,718,0,0,10,1
2823,G,3,3.0177979,752,764,0,0,12,1
2824,G,5,2.4042547,694,769,0,1,10,1
2825,G,10,2.8431468,748,753,0,1,10,1
2826,G,3,3.2232206,751,764,0,0,11,1
2827,G,2,4.5358992,709,730,0,0,12,0
2828,G,8,3.6786294,753,769,0,1,11,1
2829,G,3,4.053328,727,690,0,0,11,0
2830,G,8,3.2683918,700,699,0,1,10,0
2831,G,6,2.6157393,766,716,0,1,11,0
2832,G,4,4.7676344,778,695,0,0,11,1
2833,G,9,2.5969243,663,768,0,1,9,1
2834,G,3,1.8090585,741,793,0,0,12,1
2835,G,3,1.1192489,726,728,0,0,9,1
2836,G,1,1.8209193,731,766,0,0,9,1
2837,G,3,3.4574842,728,684,0,0,12,1
2838,G,5,2.4771237,759,781,0,0,10,0
2839,G,7,3.7626741,729,709,0,0,9,1
2840,G,6,6.1994047,743,743,0,1,10,0
2841,G,1,3.6845453,773,769,0,0,12,1
2842,G,2,2.5778055,783,747,0,0,10,0
2843,G,5,1.6964262,805,748,0,0,9,0
2844,G,10,2.5058384,754,719,0,1,12,1
