stuid,schoolid,female,grade,atrisk,ell,iep,treatment,classroom,pre_test_math,pre_test_read,post_test_math
2300,C,0,8,0,0,0,0,79,723,823,686
2301,C,1,7,1,0,0,0,76,796,753,794
2302,C,0,8,0,0,0,0,82,730,779,713
2303,C,0,7,0,0,0,0,83,717,756,699
2304,C,1,7,1,0,1,0,71,724,775,727
2305,C,1,8,0,0,0,0,74,716,731,729
2306,C,1,,0,0,0,0,71,716,768,752
2307,C,0,,1,0,0,0,81,748,782,781
2308,C,0,8,0,0,0,0,85,730,770,694
2309,C,1,7,0,1,1,1,60,747,748,727
2310,C,1,,1,0,0,0,86,727,730,676
2311,C,1,8,1,1,0,0,76,749,765,717
2312,C,1,7,0,0,0,1,61,707,703,708
2313,C,1,,1,0,1,1,65,754,773,725
2314,C,1,,0,0,1,0,86,754,760,711
2315,C,0,8,1,1,0,0,81,722,725,713
2316,C,0,8,0,1,0,0,75,743,761,760
2317,C,1,,0,1,1,0,70,770,705,743
2318,C,0,7,0,0,1,0,86,799,783,801
2319,C,0,,0,1,0,0,86,755,778,736
2320,C,0,8,0,1,1,1,63,725,754,734
2321,C,1,8,0,0,0,1,66,709,785,675
2322,C,0,7,0,0,1,0,69,746,751,686
2323,C,1,,1,0,0,0,78,730,692,666
2324,C,0,7,1,0,0,0,80,744,759,708
2325,C,0,8,1,0,1,0,85,742,728,688
2326,C,1,,1,0,0,0,74,736,749,740
2327,C,0,,0,0,0,1,61,708,766,694
2328,C,1,,0,0,0,0,85,734,711,755
2329,C,1,8,1,0,0,0,67,743,790,722
2330,C,1,7,1,1,1,0,89,724,706,725
2331,C,1,8,1,0,0,1,62,765,735,775
2332,C,1,7,0,1,0,1,63,750,722,672
2333,C,0,8,0,1,0,0,71,757,724,726
2334,C,1,7,1,0,0,0,76,803,722,815
2335,C,0,8,0,1,1,1,62,752,796,770
2336,C,0,,0,0,0,1,60,701,805,713
2337,C,1,,0,1,0,0,75,761,780,719
2338,C,0,,1,0,0,1,60,811,700,787
2339,C,1,7,0,0,0,0,67,715,748,650
2340,C,0,8,0,0,1,1,62,763,756,749
2341,C,0,7,0,0,0,0,78,756,768,720
2342,C,1,7,1,0,0,0,74,836,768,806
2343,C,0,,0,0,0,0,70,767,788,733
2344,C,1,,1,0,0,0,89,690,720,650
2345,C,1,8,0,0,0,0,70,755,736,729
2346,C,1,,1,1,1,1,60,738,741,714
2347,C,1,7,0,0,0,0,74,735,735,719
2348,C,1,,1,0,0,0,73,734,712,709
2349,C,1,,0,0,0,0,88,735,746,698
2350,C,0,7,0,0,1,0,74,741,773,753
2351,C,1,8,0,0,0,0,83,675,724,704
2352,C,0,7,1,0,0,0,77,734,783,737
2353,C,1,,0,1,0,1,62,828,758,849
2354,C,0,8,1,0,0,0,68,764,792,714
2355,C,1,7,0,0,0,0,68,774,732,701
2356,C,1,7,1,0,0,1,60,708,733,690
2357,C,1,8,1,0,0,0,70,805,790,839
2358,C,0,7,1,0,0,0,80,807,734,771
2359,C,0,8,0,0,1,1,61,720,746,732
2360,C,1,7,1,0,0,0,70,716,711,688
2361,C,1,7,0,1,1,0,79,720,731,727
2362,C,0,7,0,1,0,0,74,713,769,692
2363,C,0,8,1,0,0,0,82,715,763,698
2364,C,1,8,0,0,0,1,63,721,811,687
2365,C,0,,1,0,0,0,72,782,832,741
2366,C,0,7,0,0,1,0,76,686,765,695
2367,C,0,7,1,0,0,0,87,772,730,717
2368,C,0,8,0,0,0,0,75,760,737,726
2369,C,0,,0,1,0,0,81,757,765,777
2370,C,0,8,0,0,0,1,62,722,771,719
2371,C,1,,1,1,0,0,84,722,791,737
2372,C,1,8,0,0,0,0,78,745,744,744
2373,C,0,,0,0,0,0,74,755,774,771
2374,C,0,7,0,1,0,0,72,793,757,822
2375,C,1,8,0,0,0,0,87,740,776,714
2376,C,0,7,1,0,0,0,74,783,754,731
2377,C,1,7,0,0,1,1,62,780,786,753
2378,C,1,,0,0,0,0,82,743,736,716
2379,C,1,,0,0,0,1,60,810,752,835
2380,C,0,8,0,0,0,0,72,772,758,780
2381,C,1,,1,0,0,0,68,775,763,773
2382,C,1,7,0,0,0,0,67,696,715,666
2383,C,0,,1,1,0,1,61,715,764,734
2384,C,1,,1,0,1,1,60,736,767,783
2385,C,0,8,1,0,0,0,77,815,728,776
2386,C,0,8,1,0,0,0,88,805,708,768
2387,C,1,,0,0,0,0,77,738,765,722
2388,C,0,8,0,0,1,0,80,770,690,736
2389,C,1,7,1,1,0,0,83,753,767,761
2390,C,0,8,0,0,1,0,79,796,714,741
2391,C,1,7,0,0,0,1,65,749,760,742
2392,C,1,7,0,0,0,1,64,744,757,713
2393,C,0,8,1,0,0,0,81,718,688,678
2394,C,0,8,1,0,0,1,62,747,778,721
2395,C,0,7,0,1,0,0,77,741,744,702
2396,C,1,7,0,0,0,0,83,741,737,724
2397,C,0,7,1,0,0,1,60,736,725,743
2398,C,0,,0,0,0,0,88,759,778,702
2399,C,1,,0,0,0,0,75,729,768,706
2400,C,1,,0,0,0,0,84,652,733,650
2401,C,1,8,0,0,0,0,75,756,736,777
2402,C,1,7,0,0,0,0,68,831,741,803
2403,C,0,7,1,0,1,0,84,744,767,735
2404,C,1,7,0,0,0,1,62,752,815,734
2405,C,1,8,0,1,0,1,65,840,795,843
2406,C,0,,1,0,0,0,75,758,725,685
2407,C,0,8,0,0,0,0,73,751,700,669
2408,C,0,,0,1,0,1,65,754,791,782
2409,C,1,8,0,0,0,0,67,763,722,694
2410,C,0,,1,0,0,1,61,761,763,775
2411,C,0,,1,0,0,1,60,772,711,796
2412,C,1,7,0,0,0,0,76,753,762,722
2413,C,1,,1,0,0,0,71,725,746,652
2414,C,1,8,0,0,0,0,82,839,745,805
2415,C,0,8,0,0,0,0,86,782,779,742
2416,C,0,,0,1,0,0,70,717,705,716
2417,C,1,8,0,0,0,1,62,784,735,741
2418,C,1,8,0,1,0,0,78,814,791,789
2419,C,0,8,1,1,0,0,78,800,700,770
2420,C,1,7,0,0,0,0,87,740,699,696
2421,C,1,7,0,0,0,0,78,772,738,699
2422,C,0,7,0,0,0,1,65,798,746,784
2423,C,1,,0,0,0,0,81,732,774,695
2424,C,0,,0,0,1,0,78,682,772,650
2425,C,1,8,1,1,1,1,63,739,810,754
2426,C,1,,1,0,1,1,61,804,767,746
2427,C,1,,0,1,1,1,61,703,732,695
2428,C,1,,0,1,1,0,82,796,724,770
2429,C,1,7,0,1,0,1,65,788,693,727
2430,C,1,7,0,0,0,0,84,742,758,723
2431,C,0,8,0,1,1,1,62,736,776,707
2432,C,1,,1,0,1,0,78,723,769,717
2433,C,1,8,0,1,0,0,82,781,721,746
2434,C,0,7,0,0,0,1,64,778,759,823
2435,C,1,7,0,0,0,1,60,708,697,677
2436,C,1,7,0,0,1,0,72,733,779,698
2437,C,0,7,1,0,0,0,69,765,784,728
2438,C,0,7,0,0,0,0,81,765,741,723
2439,C,0,,1,1,0,0,69,756,720,707
2440,C,1,7,0,0,0,0,70,712,765,681
2441,C,0,7,1,0,0,0,84,718,702,665
2442,C,0,8,0,0,0,0,73,813,798,814
2443,C,0,7,0,0,0,0,77,740,763,687
2444,C,1,7,1,0,0,0,89,767,775,717
2445,C,0,,0,0,0,0,68,774,667,781
2446,C,1,7,1,0,0,0,80,733,720,707
2447,C,1,8,0,0,0,1,60,808,787,850
2448,C,1,8,1,1,0,0,70,736,774,727
2449,C,1,,0,0,0,0,67,784,786,724
2450,C,1,7,1,1,0,1,64,718,739,741
2451,C,0,,0,0,1,0,76,766,688,778
2452,C,0,8,0,0,0,0,80,732,707,663
2453,C,0,8,0,0,1,0,84,789,720,789
2454,C,0,7,0,0,0,1,63,753,793,726
2455,C,1,,0,0,0,0,82,739,745,696
2456,C,0,7,1,1,0,0,78,763,762,732
2457,C,1,8,1,0,0,1,60,755,679,756
2458,C,1,,0,1,0,0,73,726,723,713
2459,C,0,8,1,0,1,1,64,777,713,790
2460,C,0,,1,0,0,0,70,735,746,737
2461,C,1,8,0,1,0,0,68,761,741,746
2462,C,1,7,0,0,0,0,79,751,756,736
2463,C,0,8,1,1,0,1,66,738,773,674
2464,C,1,7,1,0,1,0,88,756,765,746
2465,C,0,,0,0,0,1,63,771,723,766
2466,C,0,7,1,0,0,0,76,743,787,718
2467,C,1,,0,0,0,0,82,690,751,698
2468,C,0,,0,1,1,0,79,735,783,759
2469,C,1,,0,0,0,0,75,781,742,762
2470,C,1,8,0,0,0,0,88,716,738,732
2471,C,1,,0,0,0,0,82,785,772,758
2472,C,1,,0,0,0,0,78,754,735,737
2473,C,1,8,0,0,0,0,79,822,764,753
2474,C,1,8,1,0,0,1,66,783,724,772
2475,C,1,8,1,0,0,0,67,742,757,773
2476,C,0,8,1,0,0,1,66,750,726,709
2477,C,0,8,0,0,1,0,83,731,737,703
2478,C,0,,1,1,0,0,86,758,713,668
2479,C,0,7,0,0,0,0,69,739,722,748
2480,C,0,,1,0,0,0,87,795,751,745
2481,C,0,,0,0,1,1,66,776,737,779
2482,C,0,8,0,1,1,1,63,729,730,773
2483,C,1,7,0,0,0,0,74,743,736,743
2484,C,0,8,0,0,1,0,85,722,754,687
2485,C,1,,0,0,0,0,88,788,755,752
2486,C,1,7,0,0,0,1,61,700,755,682
2487,C,0,8,0,0,0,0,82,772,746,768
2488,C,0,7,1,0,0,0,83,724,796,667
2489,C,0,,1,1,0,1,64,712,753,731
2490,C,0,7,1,0,1,0,72,752,750,716
2491,C,1,8,0,0,0,1,66,706,778,670
2492,C,0,,0,1,0,0,81,756,734,700
2493,C,0,7,1,0,1,1,66,837,755,770
2494,C,1,,1,0,1,0,68,759,758,721
2495,C,1,8,0,1,0,0,85,787,715,764
2496,C,1,,0,0,0,1,65,703,715,691
2497,C,1,,1,0,0,0,74,712,714,679
2498,C,0,,0,0,0,0,69,722,757,743
2499,C,1,8,0,0,1,0,74,750,732,693
2500,C,1,7,0,0,0,1,60,719,769,728
2501,C,1,7,1,0,0,0,84,790,763,756
2502,C,0,7,0,0,0,0,80,664,763,650
2503,C,0,8,0,1,0,0,71,768,795,796
2504,C,0,8,0,0,0,0,68,748,758,716
2505,C,0,8,0,0,1,0,68,749,728,745
2506,C,0,,0,1,0,1,64,727,699,699
2507,C,1,8,0,0,0,0,89,755,702,716
2508,C,0,,0,0,0,0,69,739,745,745
2509,C,0,,1,1,0,0,67,693,736,670
2510,C,0,8,0,1,0,1,66,692,692,681
2511,C,0,,0,0,1,0,76,759,749,717
2512,C,0,7,0,0,0,1,60,700,762,673
2513,C,0,,0,0,1,1,61,771,735,748
2514,C,0,8,0,0,0,0,69,757,786,774
2515,C,1,8,1,0,0,1,62,702,788,747
2516,C,0,,1,0,0,0,81,807,747,797
2517,C,0,7,1,0,0,0,80,740,756,711
2518,C,0,8,1,1,0,0,81,762,782,772
2519,C,0,7,0,0,1,0,82,744,785,749
2520,C,0,8,1,0,0,0,70,816,718,820
2521,C,1,8,1,0,0,1,61,745,753,730
2522,C,0,,0,0,1,0,85,734,765,724
2523,C,0,8,0,1,0,0,81,701,744,665
2524,C,0,8,1,0,0,1,64,723,759,734
2525,C,1,7,0,0,0,0,76,768,691,725
2526,C,1,7,1,1,0,0,79,747,780,741
2527,C,0,,0,0,0,0,87,743,782,785
2528,C,0,7,0,1,0,0,76,684,703,664
2529,C,0,7,0,0,0,0,83,766,766,712
2530,C,0,,0,0,0,1,64,808,703,804
2531,C,0,,1,0,1,0,85,759,741,715
2532,C,1,,1,0,1,0,89,744,727,685
2533,C,0,7,1,1,0,0,73,729,777,759
2534,C,1,8,0,0,0,0,74,767,782,706
2535,C,0,,0,0,1,1,64,745,714,721
2536,C,0,8,1,0,0,1,64,779,723,771
2537,C,1,7,1,0,0,0,68,836,689,827
2538,C,0,7,1,0,0,0,79,758,781,733
2539,C,1,7,0,0,0,0,69,784,740,773
2540,C,0,,1,0,0,0,70,760,744,729
2541,C,0,,0,0,0,0,79,788,804,774
2542,C,1,,0,1,0,0,82,737,701,679
2543,C,0,8,0,0,0,1,64,773,719,760
2544,C,0,7,0,0,0,1,66,711,757,695
2545,C,1,7,1,0,0,0,85,703,796,676
2546,C,1,7,0,0,1,0,72,754,730,749
2547,C,1,7,0,0,0,0,71,752,728,721
2548,C,0,,0,1,0,0,75,799,743,765
2549,C,1,,0,1,0,0,68,728,814,686
2550,C,1,,0,0,0,0,80,700,750,668
2551,C,0,,1,0,1,0,67,706,755,674
2552,C,1,8,1,1,1,0,88,735,772,692
2553,C,0,8,1,0,0,0,72,738,781,764
2554,C,0,8,0,1,0,0,72,724,753,700
2555,C,0,8,1,1,0,0,77,731,708,699
2556,C,0,8,1,0,0,1,62,751,749,710
2557,C,1,,0,0,0,1,62,784,757,765
2558,C,1,8,0,0,0,0,84,754,751,756
2559,C,0,7,1,0,0,0,87,716,755,650
2560,C,1,7,1,0,0,0,67,763,775,734
2561,C,1,7,0,0,0,1,66,779,741,742
2562,C,0,,0,0,0,0,78,764,737,777
2563,C,0,7,1,0,0,0,71,724,718,704
2564,C,0,8,1,1,0,1,62,721,757,706
2565,C,0,,0,0,0,0,72,782,771,679
2566,C,1,,0,0,0,1,62,771,715,760
2567,C,1,7,1,0,0,0,77,789,764,803
2568,C,0,,0,0,0,1,64,737,737,707
2569,C,1,7,0,0,1,0,84,758,733,747
2570,C,0,,0,0,0,0,87,712,681,689
2571,C,1,7,1,0,0,0,88,827,712,773
2572,C,0,,0,0,0,1,61,796,695,759
2573,C,0,,0,0,1,0,89,690,778,700
2574,C,1,,0,0,0,1,65,713,740,689
2575,C,1,7,1,0,1,0,69,756,786,731
2576,C,1,8,1,0,1,0,81,769,772,727
2577,C,0,8,0,0,1,0,75,774,768,725
2578,C,0,7,0,1,0,1,65,755,760,752
2579,C,1,8,0,0,0,0,68,772,790,761
2580,C,0,7,0,1,0,0,80,761,734,703
2581,C,1,,1,1,0,0,72,719,670,686
2582,C,0,8,1,0,0,0,88,707,781,734
2583,C,1,8,0,0,0,1,62,791,768,803
2584,C,1,,1,1,0,0,70,795,745,752
2585,C,1,8,0,0,0,0,80,745,700,704
2586,C,0,7,0,0,0,1,66,819,751,766
2587,C,0,7,1,0,0,0,67,748,776,741
2588,C,0,8,0,0,0,1,66,769,715,747
2589,C,1,,0,1,0,0,67,771,775,800
2590,C,0,7,0,0,0,0,87,749,724,735
2591,C,0,7,0,0,0,1,65,710,810,707
2592,C,0,,0,0,0,0,88,783,773,770
2593,C,1,,1,0,0,0,84,754,696,771
2594,C,0,7,1,0,0,0,70,749,741,686
2595,C,0,8,0,0,0,0,75,778,738,782
2596,C,1,,1,0,1,1,64,733,729,692
2597,C,0,,0,1,1,1,65,715,775,699
2598,C,0,,0,1,0,0,79,789,750,737
2599,C,1,7,0,0,0,1,61,757,711,753
2600,C,0,8,0,0,0,0,84,763,701,824
2601,C,1,,0,0,1,0,86,787,737,729
2602,C,1,8,0,0,0,0,84,744,705,750
2603,C,1,7,0,0,0,0,78,722,751,691
2604,C,1,8,0,1,0,1,64,769,714,744
2605,C,1,7,1,0,1,0,78,766,726,726
2606,C,1,8,1,0,1,0,80,719,711,706
2607,C,1,,1,1,0,0,89,781,723,772
2608,C,0,,1,1,1,1,63,752,714,774
2609,C,1,8,1,0,0,1,64,709,745,704
2610,C,0,,0,0,0,0,79,752,766,736
2611,C,1,8,0,0,1,1,66,744,801,755
2612,C,0,7,0,0,0,1,61,771,780,766
2613,C,0,8,1,0,0,0,69,734,813,714
2614,C,1,,0,0,0,0,82,734,732,702
2615,C,0,8,1,0,0,0,86,756,722,715
2616,C,0,7,0,0,0,1,63,690,731,650
2617,C,0,8,1,0,0,1,63,780,724,740
2618,C,1,8,1,0,0,0,78,739,758,717
2619,C,1,,0,0,0,1,63,735,726,678
2620,C,1,8,0,0,0,0,67,733,735,710
2621,C,0,7,0,0,1,0,73,730,738,703
2622,C,0,7,1,0,0,0,79,761,760,748
2623,C,0,8,0,0,0,0,78,755,789,777
2624,C,1,7,1,1,1,0,71,805,744,750
2625,C,1,,0,0,0,0,68,700,693,727
2626,C,1,,1,1,0,0,81,784,738,794
2627,C,0,,0,0,0,0,77,772,780,742
2628,C,1,,0,0,1,1,65,778,766,771
2629,C,0,,0,0,0,0,79,738,729,722
2630,C,1,7,1,0,0,0,84,735,718,744
2631,C,1,7,0,1,0,0,70,795,761,722
2632,C,1,,0,0,1,0,80,758,750,707
2633,C,0,8,0,0,0,1,61,709,754,713
2634,C,0,,1,0,1,0,85,766,748,717
2635,C,1,,0,0,0,1,65,711,714,668
2636,C,1,8,1,0,0,0,84,736,734,706
2637,C,0,7,0,0,1,0,82,795,766,760
2638,C,1,,0,1,0,0,74,740,767,728
2639,C,0,7,0,0,1,1,63,743,721,756
2640,C,1,7,0,0,0,0,81,734,795,732
2641,C,1,7,0,0,0,0,69,686,704,664
2642,C,1,8,0,1,1,0,72,767,722,693
2643,C,0,7,0,0,0,1,61,761,738,741
2644,C,1,7,1,0,0,0,84,745,737,727
2645,C,1,8,1,0,0,0,88,731,705,706
2646,C,1,8,1,1,0,0,88,761,777,736
2647,C,1,7,0,0,0,0,86,728,751,770
2648,C,0,,0,0,0,0,70,738,728,722
2649,C,1,8,0,0,0,1,64,727,781,693
2650,C,0,,0,1,0,0,77,746,760,710
2651,C,1,8,1,0,1,0,72,772,731,756
2652,C,1,7,1,0,0,0,76,729,760,715
2653,C,1,,0,1,0,1,66,733,771,706
2654,C,0,8,0,0,0,0,79,765,747,731
2655,C,0,,1,0,1,0,74,763,792,719
2656,C,0,8,1,0,0,0,87,778,765,698
2657,C,0,7,0,1,0,0,80,738,747,697
2658,C,0,,1,0,0,0,67,762,770,762
2659,C,0,,0,0,0,1,65,800,736,812
2660,C,0,7,1,0,0,0,80,755,731,740
2661,C,0,7,0,1,0,1,60,814,753,797
2662,C,1,8,0,1,0,0,69,728,751,759
2663,C,1,7,1,0,0,1,63,818,712,801
2664,C,1,,0,0,0,0,80,787,773,733
2665,C,1,,0,0,0,0,75,772,812,733
2666,C,1,8,0,0,0,0,72,716,665,674
2667,C,0,8,0,0,1,0,76,772,690,769
2668,C,1,8,1,0,1,0,67,734,757,682
2669,C,0,,1,0,0,1,62,710,723,719
2670,C,1,8,1,0,0,1,60,718,822,690
2671,C,0,7,0,0,0,0,84,783,739,755
2672,C,0,7,1,1,0,0,87,720,762,690
2673,C,1,,0,0,0,0,75,763,712,676
2674,C,0,8,1,0,0,1,62,741,747,716
2675,C,1,8,0,0,1,1,60,774,792,786
2676,C,0,7,0,0,0,0,83,713,748,692
2677,C,1,8,1,0,0,0,67,753,734,716
2678,C,0,,0,0,0,0,86,763,722,790
2679,C,0,,1,0,0,0,79,718,718,656
2680,C,0,8,1,0,0,0,88,738,722,706
2681,C,0,7,1,1,0,0,89,774,777,777
2682,C,1,,0,1,0,0,78,816,759,750
2683,C,0,7,1,0,0,0,82,719,768,653
2684,C,0,,0,0,1,1,63,678,770,650
2685,C,0,8,0,0,0,1,65,736,748,745
2686,C,0,,1,0,0,0,81,752,703,751
2687,C,0,8,0,0,0,1,61,692,716,711
2688,C,0,,1,0,1,0,80,741,805,675
2689,C,0,8,0,0,0,1,64,720,746,727
2690,C,1,,1,1,0,0,84,785,772,735
2691,C,0,8,0,1,0,0,68,739,752,712
2692,C,1,8,1,1,1,0,73,752,733,734
2693,C,0,,1,0,0,0,81,716,691,669
2694,C,1,8,0,1,0,0,82,731,727,691
2695,C,0,,0,1,0,0,86,775,711,792
2696,C,0,7,1,1,0,0,76,792,799,781
2697,C,0,8,0,0,0,0,71,726,717,698
2698,C,1,8,0,0,0,0,76,738,720,697
2699,C,0,7,1,1,1,0,72,677,769,675
2700,C,0,8,0,0,0,0,87,781,749,804
2701,C,1,8,1,0,1,0,89,787,746,720
2702,C,1,8,1,0,0,0,71,762,719,764
2703,C,1,,0,1,0,0,82,767,794,695
2704,C,1,7,0,0,0,0,86,724,709,708
2705,C,1,,0,0,0,0,86,698,719,650
2706,C,1,,0,1,0,1,64,761,742,780
2707,C,0,7,1,0,0,1,63,716,739,718
2708,C,0,7,0,0,0,0,76,724,735,693
2709,C,1,7,1,0,0,0,84,727,783,718
2710,C,1,8,0,0,0,0,72,742,765,718
2711,C,1,,1,1,0,0,88,785,754,778
2712,C,1,8,0,0,0,0,72,693,769,650
2713,C,0,7,1,0,0,0,88,726,807,714
2714,C,0,8,0,0,0,0,73,720,724,704
2715,C,0,8,0,0,0,0,89,723,774,669
2716,C,0,7,0,0,1,0,86,807,745,779
2717,C,1,,1,0,0,0,79,700,723,708
2718,C,0,,0,0,0,0,68,682,786,706
2719,C,1,,0,0,0,0,79,736,751,683
2720,C,1,,0,1,0,0,88,741,797,711
2721,C,1,8,0,0,0,0,77,721,685,658
2722,C,1,7,0,0,1,0,68,743,786,688
2723,C,1,,1,0,0,1,62,657,730,652
2724,C,1,7,0,1,0,0,76,740,758,721
2725,C,1,8,0,1,0,0,80,721,660,714
2726,C,1,,0,0,0,0,85,735,789,774
2727,C,1,8,1,0,0,1,60,735,729,723
2728,C,1,7,0,0,0,0,88,709,721,701
2729,C,0,8,1,0,0,0,77,753,748,738
2730,C,1,7,0,0,0,0,79,727,690,656
2731,C,0,7,1,0,0,0,89,772,720,763
2732,C,1,8,0,1,1,1,63,756,746,773
2733,C,0,,1,0,0,0,87,731,792,695
2734,C,1,,0,1,0,0,79,762,761,750
2735,C,1,7,1,0,0,0,85,733,811,730
2736,C,0,8,0,0,0,1,66,716,776,669
2737,C,1,8,1,1,0,0,74,760,713,736
2738,C,1,,1,0,0,0,76,759,804,766
2739,C,0,7,0,0,0,0,83,765,791,749
2740,C,0,,0,1,0,0,83,821,786,786
2741,C,0,7,0,0,0,0,81,688,796,650
2742,C,1,,1,0,1,1,66,733,712,715
2743,C,0,,0,0,0,0,69,734,770,718
2744,C,0,7,0,1,0,0,83,750,737,692
2745,C,1,,0,0,1,0,67,730,748,703
2746,C,0,8,1,0,0,1,65,787,768,770
2747,C,0,,1,0,0,0,69,735,737,744
2748,C,0,7,0,0,0,1,65,700,785,726
2749,C,0,7,0,1,0,0,85,730,832,720
2750,C,0,8,0,1,0,0,73,755,751,749
2751,C,1,8,1,0,0,0,67,696,732,675
2752,C,1,7,0,1,0,0,69,750,748,684
2753,C,0,7,1,0,0,1,64,783,771,752
2754,C,1,8,0,0,0,0,82,759,701,687
2755,C,0,7,0,1,0,0,81,741,754,723
2756,C,0,7,1,1,1,0,69,742,744,760
2757,C,1,7,0,0,0,0,85,813,789,748
2758,C,1,7,0,1,0,0,71,821,705,784
2759,C,0,7,0,1,1,0,89,775,808,784
2760,C,0,,0,0,0,0,72,727,722,696
2761,C,0,8,1,0,0,1,60,757,719,757
2762,C,1,,0,0,0,0,77,733,745,698
2763,C,0,8,0,0,0,0,82,763,759,749
2764,C,1,,1,1,0,0,67,755,686,758
2765,C,1,7,1,0,1,0,80,726,775,784
2766,C,0,,1,0,0,0,89,828,746,817
2767,C,1,,1,0,0,0,74,727,756,759
2768,C,0,8,0,0,0,0,68,749,779,756
2769,C,1,7,0,0,0,0,88,758,779,778
2770,C,0,8,0,0,0,0,87,781,747,804
2771,C,0,8,0,0,1,0,69,702,710,708
2772,C,0,8,1,0,0,1,65,777,716,734
2773,C,0,7,1,0,1,0,68,702,766,650
2774,C,0,,1,1,0,0,85,727,747,722
2775,C,0,8,1,0,1,0,83,790,765,740
2776,C,0,,1,1,1,0,72,723,722,724
2777,C,1,7,0,0,0,0,85,829,766,793
2778,C,0,7,0,0,1,1,62,739,787,711
2779,C,1,8,1,0,0,0,70,734,772,699
2780,C,0,7,0,0,0,0,72,686,689,718
2781,C,0,,1,0,0,1,66,731,772,765
2782,C,1,,1,1,0,0,88,755,714,711
2783,C,1,,1,1,0,0,67,761,819,738
2784,C,1,,0,0,0,0,73,714,718,697
2785,C,1,8,1,0,0,1,61,782,762,765
2786,C,1,7,0,0,1,0,79,770,735,751
2787,C,1,7,1,0,0,1,62,786,809,762
2788,C,1,,1,0,0,0,71,739,753,675
2789,C,0,7,0,0,0,0,77,764,789,762
2790,C,0,7,0,1,0,0,69,728,790,715
2791,C,0,,1,0,0,0,79,769,779,708
2792,C,0,7,0,0,0,0,84,719,787,692
2793,C,1,7,0,0,0,0,85,738,764,699
2794,C,1,,1,1,0,0,79,782,716,766
2795,C,1,8,1,0,1,0,70,770,715,703
2796,C,0,7,0,0,0,0,77,783,721,761
2797,C,1,7,0,0,0,0,86,733,759,659
2798,C,0,8,0,1,0,0,75,752,698,720
2799,C,1,,1,0,0,0,78,721,781,670
2800,C,0,,0,0,0,0,71,663,740,671
2801,C,0,7,0,0,0,0,71,825,823,833
2802,C,0,8,1,0,0,0,72,758,793,737
2803,C,1,,0,0,0,1,62,718,757,715
2804,C,0,7,1,1,0,1,60,758,674,735
2805,C,0,8,0,0,0,0,69,751,730,760
2806,C,0,,0,0,1,0,84,740,761,683
2807,C,0,8,1,0,0,0,85,702,812,697
2808,C,0,7,0,0,0,0,80,765,744,684
2809,C,0,,0,1,0,1,66,794,707,753
2810,C,0,,0,0,0,0,83,777,710,770
2811,C,0,,0,0,0,0,77,775,753,778
2812,C,0,7,1,1,0,1,62,753,749,781
2813,C,0,8,0,1,0,0,84,755,780,766
2814,C,1,,0,0,0,0,73,753,812,776
2815,C,0,7,1,0,0,0,83,759,779,773
2816,C,0,8,0,0,1,1,64,730,758,670
2817,C,0,8,0,0,0,0,84,688,783,691
2818,C,1,,0,0,0,0,76,795,801,743
2819,C,1,7,0,1,0,0,75,705,751,707
2820,C,0,8,0,1,0,0,67,739,702,662
2821,C,0,,1,0,0,0,81,727,755,659
2822,C,0,,0,0,0,1,62,767,799,716
2823,C,1,8,1,0,0,0,84,776,796,776
2824,C,0,,0,0,0,0,89,791,772,760
2825,C,0,7,0,1,0,0,88,756,687,718
2826,C,1,7,0,1,0,1,63,736,721,743
2827,C,1,8,1,1,1,1,63,747,765,713
2828,C,0,8,0,0,0,0,77,728,722,711
2829,C,0,7,0,0,0,0,71,749,781,705
2830,C,1,8,0,0,1,1,63,740,743,710
2831,C,1,,0,0,0,0,79,784,683,708
2832,C,1,8,0,0,0,0,70,771,775,728
2833,C,1,7,0,0,1,0,73,753,701,697
2834,C,0,8,0,1,0,0,74,772,739,723
2835,C,1,8,0,0,0,0,68,761,745,723
2836,C,0,,0,0,0,0,70,773,650,744
2837,C,0,,1,0,1,0,68,750,754,707
2838,C,1,,0,0,0,0,83,790,765,722
2839,C,1,7,0,0,0,0,76,755,781,742
2840,C,0,7,0,0,1,0,74,740,745,715
2841,C,1,8,0,0,0,0,75,691,767,692
2842,C,1,7,0,0,0,0,81,783,766,749
2843,C,1,,1,0,0,0,81,749,729,750
2844,C,0,,1,1,0,0,89,730,769,693
2845,C,1,,1,0,0,1,62,771,800,717
2846,C,0,7,0,0,0,0,73,771,774,744
2847,C,1,8,0,0,0,0,86,799,740,786
2848,C,0,7,0,1,0,0,87,777,701,772
2849,C,1,,1,0,0,0,78,746,769,689
2850,C,0,,0,0,0,0,83,730,770,726
2851,C,0,8,1,0,0,0,78,743,691,686
2852,C,0,,0,0,0,0,86,699,725,695
2853,C,1,7,1,0,0,1,64,762,738,756
2854,C,0,,0,1,0,0,81,750,726,682
2855,C,0,,1,1,0,0,85,818,802,787
2856,C,1,8,0,0,0,0,68,771,771,717
2857,C,0,,0,0,1,0,75,755,736,754
2858,C,0,7,1,1,0,0,71,822,763,775
2859,C,1,8,0,1,0,0,72,761,728,687
2860,C,0,,1,0,0,0,67,766,739,730
2861,C,1,8,1,0,0,0,67,738,707,713
2862,C,0,,1,0,0,0,84,777,778,820
2863,C,1,7,1,0,1,0,82,711,807,740
2864,C,0,8,0,0,0,0,70,806,786,739
